interest,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Ethiopia,Finland,France,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Squash,,,,,75510.0,,18720.0,,,,,,,,,,14535.0,,,,,,,,,,,,,15390.0,,,,,,,232440.0,,,,10110.0,,,,13530.0,,,32535.0,,,,,,,414945.0,,,,,,,,,,,,,,30000.0,499440.0,,,,,,73665.0,,,,176520.0,,,,15975.0,,,14130.0,,,,,,,,,,,,,,,,299310.0,13350.0,39840.0,,,,,,,,
Stamps and Coins,,,,,21300.0,,,,,,,,,,,,,,,,,,,,,,,,,21960.0,,,,,,,88950.0,,,,,,,,,,,10695.0,34515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20850.0,,,,24135.0,,,,,,,12030.0,,,,,,,,,,,,,,,,87990.0,,22680.0,,,,,,,,
Standardized Testing,,,,,57495.0,,,,,,,,,,,,,,,,,,,,,,18210.0,,,16455.0,,,,,,,19470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19680.0,,,,,,,,,,,,,,,,,,,14505.0,,,,21150.0,,,,,,,,,,
Station Wagon,,,,,16800.0,,14145.0,,,,,,,,,,10080.0,,,,,,,,,,,,,33840.0,,,,,,,332475.0,25875.0,,,,,,,16620.0,,10020.0,21015.0,,,,,,,,,,,,,,,,,,,,,17805.0,,,,,15255.0,,29385.0,26175.0,,,60795.0,,,,67335.0,,,34035.0,,,,,,,,,,,,18585.0,,,,256545.0,16245.0,176790.0,,,,,,,,
Stocks and Bonds,,,,,12885.0,,,,,,,,,,,,,,,,,,,,,,14415.0,,,,,,,,,,41115.0,,,,,,,,28740.0,14415.0,,,,,,,,,188715.0,,,,,,,,,,17955.0,,,,,,,,,42210.0,,10650.0,,,,147000.0,,,,40470.0,,,44040.0,,,,,,,,,,,,,,,,53310.0,,21690.0,,,,,,,,
Strategy Video Games,,118065.0,,45330.0,499395.0,41910.0,75360.0,83910.0,63735.0,,46920.0,,97605.0,,16905.0,,226230.0,28665.0,,36585.0,,,,33435.0,28140.0,16980.0,359625.0,16020.0,21300.0,224790.0,,378045.0,12210.0,232215.0,54765.0,67995.0,3693315.0,403290.0,,105630.0,55410.0,82665.0,443370.0,,966735.0,53160.0,198765.0,164310.0,46650.0,,,11235.0,,,241605.0,,,,78015.0,,78585.0,,,472305.0,35610.0,,91215.0,26550.0,75675.0,324930.0,32055.0,,38805.0,222300.0,30390.0,169950.0,58095.0,,,576495.0,,,,257115.0,11835.0,,131985.0,462645.0,,115860.0,44220.0,15060.0,,59370.0,47070.0,21720.0,119445.0,18630.0,634980.0,,40095.0,1227330.0,712695.0,544185.0,1232550.0,18480.0,58740.0,11985.0,16125.0,724725.0,23700.0,,
Street Style,,,,,59295.0,,11805.0,,,,,,,,,,20985.0,,,,,,,,,,,,,138900.0,,10050.0,,,,,162015.0,50025.0,,,,,,,74520.0,,15360.0,60660.0,28920.0,,,,,,10350.0,,,,,,,,,,32295.0,,,,14565.0,,,,,129495.0,,63525.0,,,,137580.0,,,,132495.0,,,962940.0,12135.0,,,,,,,,,,,39750.0,,,,184725.0,27465.0,77610.0,,,,,,,,
Student Financial Aid,,,,,66015.0,,44670.0,15720.0,,,,,,,,,46710.0,,,,,,,,,,18735.0,,,30540.0,,26205.0,,,,,1084875.0,32340.0,,,,,,,18255.0,31620.0,10635.0,84810.0,356850.0,,,,,,742800.0,,,,,,,,,10335.0,13605.0,,17670.0,,61125.0,55905.0,,,,141795.0,,141645.0,,,,321840.0,,,,183405.0,,,551595.0,,,,,,,,,,,,15090.0,,,13290.0,636045.0,47100.0,123150.0,,,,,,,,
Student Loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35865.0,13170.0,,,,,,,,,,,,,,,,,263760.0,,,,,,,,,,39750.0,,,,,,,,,43155.0,,11175.0,,,,43875.0,,,,,,,,,,,,,,,,,,,,,,,42840.0,,,,,,,,,,
Style & Fashion,,56520.0,,13410.0,254235.0,,33630.0,,18240.0,,,,32160.0,,,,60540.0,,,,,,,,,,118215.0,,,217035.0,,48105.0,,,,,786975.0,239700.0,17850.0,38640.0,13830.0,20715.0,34530.0,,115965.0,42360.0,37830.0,215940.0,52125.0,,,15060.0,,,33555.0,,,,34005.0,,42765.0,,,16995.0,48855.0,,32490.0,,54585.0,51165.0,14670.0,,14205.0,236025.0,,200745.0,,,,473100.0,,,,175005.0,,,1082175.0,21375.0,,34380.0,,21885.0,,10230.0,11805.0,21165.0,11520.0,,88875.0,,26610.0,22545.0,624450.0,87000.0,256875.0,,,,,,,,
Substance Abuse,,,,,11295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13905.0,,,,16005.0,,,,,,,164790.0,,,,,,,,,,,,,,,,62205.0,,21165.0,,,,,,,,
Summer Olympic Sports,,18510.0,,,806415.0,24570.0,17940.0,18090.0,66525.0,,,,25035.0,,12780.0,10725.0,380685.0,,,,,,,26760.0,48795.0,,32550.0,104520.0,35655.0,199755.0,,168465.0,61770.0,31125.0,110700.0,16005.0,260100.0,49665.0,,,530070.0,26145.0,68925.0,22935.0,72480.0,14520.0,124980.0,22470.0,11190.0,,,,,16380.0,123780.0,,,33195.0,27765.0,,49845.0,,21510.0,243870.0,242205.0,,367080.0,55230.0,19380.0,42690.0,,,,1835730.0,57825.0,94395.0,12480.0,10440.0,,103200.0,,,10395.0,178935.0,,,217470.0,22140.0,10350.0,318825.0,38100.0,,,69750.0,82065.0,,15705.0,35490.0,151875.0,,15495.0,38895.0,259470.0,75450.0,1085655.0,49380.0,11730.0,,,12735.0,,33540.0,23685.0
Surfing and Bodyboarding,,,,,127425.0,,,,,,,,,,,,,,,,,,,,,,,,,83625.0,,,,,,,23565.0,40395.0,,,,,,,69105.0,,,,,,,,,,478800.0,,,,,,,,,,72930.0,,,,,,,,,,,30855.0,,,,,,,,,,,78705.0,,,,,,,,,,,,15405.0,,,,91095.0,,29805.0,,,,,,,,
Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68520.0,,,,,,,,,,,,,,,,,,,19305.0,,,,,,11700.0,,,,17985.0,,,167085.0,,,,,,,,,,,,,,,,34275.0,,51870.0,,,,,,,,
Swimming,,,,,14400.0,,,,,,,,,,,,14115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59535.0,,,,,,,,,,,,,,,,,,,23460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10440.0,,61305.0,,,,,,,,
Table Tennis,19785.0,,,19380.0,695655.0,11355.0,72885.0,,30765.0,,,,19530.0,,,,152550.0,,,12285.0,,,,15195.0,18675.0,,14265.0,68505.0,14625.0,122250.0,,71595.0,40500.0,19995.0,38955.0,,90555.0,67050.0,,,223995.0,14790.0,47115.0,,42540.0,,102120.0,135585.0,,,,,,,52095.0,,,16695.0,19620.0,,11055.0,,,85080.0,144510.0,,267195.0,23670.0,111435.0,1094400.0,,,13635.0,49050.0,34230.0,197340.0,10635.0,,,629730.0,,,,62985.0,,,123600.0,11460.0,,143640.0,11190.0,,,28860.0,41850.0,,,23685.0,78930.0,,,21225.0,909840.0,75345.0,436125.0,54915.0,,,,,,19710.0,10485.0
Tablets and E-readers,,14550.0,,,,,,,,,,,,,,,,,,,,,,,,,19755.0,,,10635.0,,,,,,,57705.0,18840.0,,,,,,,,,,13290.0,,,,,,,,,,,,,12750.0,,,,,,,,,,,,,,,40695.0,,,,57810.0,,,,,,,,,,,,,,,,,,,13170.0,,,,68865.0,,,,,,,,,,
Talk Radio,235035.0,346290.0,36660.0,674580.0,2962950.0,249645.0,211065.0,935385.0,475080.0,170280.0,42885.0,17775.0,3575970.0,28140.0,69990.0,66990.0,3926430.0,517215.0,65505.0,762900.0,66135.0,46725.0,15930.0,190590.0,371385.0,339345.0,7100115.0,343395.0,302790.0,1565535.0,20160.0,2044260.0,184020.0,192810.0,572760.0,141870.0,7582230.0,913455.0,128235.0,544815.0,1995660.0,362130.0,699930.0,98955.0,666330.0,334215.0,316650.0,1149555.0,1365120.0,,26070.0,75615.0,10275.0,41070.0,933060.0,16530.0,14250.0,75030.0,1939215.0,46335.0,291915.0,36780.0,38895.0,1317975.0,852525.0,25155.0,3544485.0,467985.0,301050.0,1663830.0,93600.0,102495.0,586935.0,682965.0,339270.0,532140.0,172995.0,1024260.0,27435.0,2156805.0,31005.0,10140.0,38580.0,724965.0,60435.0,136965.0,854550.0,282780.0,40605.0,2322840.0,256755.0,183330.0,,780645.0,508440.0,137745.0,444075.0,247125.0,992370.0,11835.0,135885.0,1346220.0,2406390.0,769815.0,15902970.0,119115.0,1715445.0,107400.0,259950.0,708465.0,59850.0,84570.0,68970.0
Technology & Computing,,14265.0,,,217365.0,,11295.0,,13245.0,,,,,,,,73635.0,,,,,,,,,,20250.0,,,67440.0,,24315.0,,,,,181560.0,477825.0,,,25110.0,,12840.0,,26985.0,,41085.0,20385.0,21645.0,,,,,,238905.0,,,,10695.0,,10710.0,,,21480.0,19080.0,,42525.0,,15660.0,15120.0,,,10005.0,76215.0,10230.0,45180.0,12945.0,,,85335.0,,,,77295.0,,,79275.0,,,25575.0,,,,12855.0,,,,,59910.0,,,,334395.0,56655.0,288105.0,,,,,,,,
Technology Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20895.0,,,,,,,12675.0,,,,,,,,,,,,,,,,133560.0,,,,,,,,,,
Telecommunications Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11820.0,,,,,,,,,,,,,,,,,,29070.0,,,,,,,,,,,,,,,,,,,,,,,,,31995.0,,,,,,,,,,,,,,,,,,,,,,,28470.0,,,,,,,,,,
Television,57720.0,785475.0,26265.0,422460.0,2876295.0,182175.0,341700.0,305775.0,434820.0,86910.0,34095.0,19770.0,1077045.0,38610.0,54825.0,46860.0,2990790.0,291840.0,36675.0,487485.0,35235.0,36675.0,,189885.0,302400.0,200835.0,2015745.0,219690.0,225795.0,1561095.0,18855.0,1486605.0,212880.0,206175.0,490650.0,123315.0,11987445.0,725745.0,53385.0,687360.0,2112000.0,263580.0,749670.0,79950.0,943215.0,435435.0,368280.0,668835.0,1383570.0,,23730.0,223395.0,,40620.0,2452215.0,11625.0,40515.0,91080.0,953715.0,21210.0,641010.0,24345.0,51900.0,1035345.0,809280.0,21675.0,3740790.0,364620.0,444210.0,2869020.0,140340.0,51660.0,370575.0,3707430.0,290655.0,854670.0,204150.0,199845.0,15240.0,3746355.0,23475.0,,29085.0,1160250.0,50025.0,37920.0,1694100.0,306465.0,28110.0,1797795.0,164760.0,117585.0,,605460.0,423705.0,557250.0,319155.0,192195.0,801015.0,,471105.0,840570.0,4334160.0,1551150.0,13538715.0,124275.0,212070.0,58575.0,161595.0,339795.0,137625.0,92400.0,67185.0
Tennis,,,,,239835.0,,,,,,,,,,,,53565.0,,,,,,,,,,,,,38865.0,,16950.0,,,10920.0,,26775.0,,,,42660.0,,,,26400.0,,,,,,,,,,12150.0,,,,,,,,,37395.0,34035.0,,17055.0,,,,,,,,10065.0,,,,,,,,,20160.0,,,38820.0,,,35190.0,,,,,21090.0,,,,14385.0,,,,20310.0,10575.0,135570.0,,,,,,,,
Theater,,,,,15465.0,,,,,,,,,,,,,,,,,,,,,,,,,22200.0,,,,,,,,,,,,,,,33690.0,,,,,,,,,,112305.0,,,,,,,,,,,,,,,,,,,55110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theater Venues and Events,,36825.0,,,343125.0,,15285.0,14265.0,22920.0,,,,42015.0,,34830.0,,49545.0,,,,,,,,11895.0,,26385.0,30195.0,16155.0,49995.0,,39540.0,30330.0,18105.0,13530.0,22080.0,311640.0,482700.0,,12120.0,34365.0,26970.0,60180.0,,103965.0,19215.0,329370.0,38760.0,39555.0,,,,,,980310.0,,,28530.0,,,90405.0,,,22170.0,147885.0,,364380.0,22140.0,30570.0,123885.0,,,15585.0,164265.0,16020.0,93210.0,12000.0,,,113280.0,,,,136560.0,,,491505.0,78525.0,,18015.0,,,,31905.0,11775.0,,24525.0,32430.0,109170.0,,15600.0,,300810.0,265605.0,157755.0,67080.0,10980.0,,,22770.0,,12435.0,18180.0
Thyroid Disorders,,22545.0,,10755.0,,,,,,,,,,,,,,11055.0,,13695.0,,,,,,,31230.0,,,117690.0,,,,,,,59460.0,72420.0,,,,,,,,,,10095.0,,,,,,,69420.0,,,,29010.0,,17325.0,,,,,,,,,,,,22215.0,11175.0,16365.0,,,,,36705.0,,,,11400.0,,,,,,44580.0,,,,,,,,,14640.0,,,,61995.0,,18795.0,,,,,,,,
Track and Field,,,,,62580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel,,,,,120660.0,,,,,,,,,,,,,,,,,,,,,,11400.0,,,,,,,,,,643755.0,55080.0,,,,19200.0,,,44220.0,,,,,,,,,,96585.0,,,,,,13290.0,,,,26895.0,,,,,,,,,19320.0,,14205.0,,,,19005.0,,,,100725.0,,,32955.0,18480.0,,,,,,,,,13290.0,,83925.0,,,,114420.0,,52035.0,,,,,,,,
Travel Accessories,,,,,110370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97365.0,14235.0,,,,,,,10215.0,,,,,,,,,,44160.0,,,,,,,,,,,,,,,,,,,13005.0,,,,,,,,,,45030.0,,,15540.0,,,,,,,,,,,,28185.0,,,,46200.0,,,,,,,,,,
Travel Books,,,,,35100.0,,,,,,,,,,,,16485.0,,,,,,,,,,12660.0,,,19920.0,,11220.0,,,,,61740.0,,,,,,,,,,,,151995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13965.0,,,,23835.0,,,,,,,26475.0,,,,,,,,,,,,,,,,53685.0,13365.0,51780.0,,,,,,,,
Travel Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19620.0,,,,,,,,,,,,,,,,,,,,,,,21345.0,,14055.0,,,,,,,,
Travel Locations,20925.0,67350.0,,,430890.0,16230.0,176715.0,29730.0,32850.0,,,,33435.0,,,,306210.0,,16755.0,,,,,22050.0,17970.0,,208350.0,12765.0,14100.0,223860.0,,115905.0,25875.0,15255.0,44445.0,,3680280.0,562845.0,56490.0,46305.0,130110.0,375645.0,77535.0,,400125.0,61230.0,82395.0,537975.0,99525.0,,,11445.0,,,712995.0,,,,21060.0,,93240.0,10200.0,14760.0,75450.0,170205.0,,85005.0,26445.0,464250.0,1210185.0,,,,429945.0,24390.0,665340.0,20625.0,13440.0,,1172055.0,,,,679470.0,,,1525875.0,226680.0,,88935.0,24225.0,11760.0,,31875.0,36720.0,13425.0,792930.0,21270.0,928320.0,,46140.0,35325.0,5358720.0,288720.0,1058700.0,13980.0,,,,32115.0,,12555.0,17490.0
Travel Preparation and Advice,,,,,117450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621495.0,46950.0,,,,15825.0,,,39885.0,,,,,,,,,,91110.0,,,,,,12240.0,,,,26565.0,,,,,,,,,18930.0,,12585.0,,,,16245.0,,,,92565.0,,,27420.0,16845.0,,,,,,,,,11385.0,,71520.0,,,,103215.0,,45525.0,,,,,,,,
Travel Type,,134655.0,,,100980.0,,82380.0,,14130.0,,,10665.0,,,,,90780.0,,,,,11895.0,,,,,403650.0,17295.0,,88665.0,,59565.0,35235.0,,,,6149100.0,927690.0,69045.0,84990.0,21270.0,502335.0,21780.0,,1000605.0,176790.0,112035.0,194205.0,194505.0,,,23715.0,,,986805.0,,,,10800.0,,227280.0,10575.0,17295.0,28125.0,213885.0,,80265.0,10245.0,237045.0,39510.0,23340.0,,,123000.0,,253650.0,,,,1301130.0,14760.0,,,972210.0,,,740010.0,312060.0,,30510.0,,21720.0,,19020.0,11715.0,36975.0,875565.0,37830.0,1384950.0,,88755.0,33870.0,2335575.0,97080.0,393165.0,18465.0,,,,,13275.0,13365.0,19725.0
Undergraduate Education,,,,,11520.0,,14160.0,,,,,,,,,,,,,,,,,,,,,,,12840.0,,,,,,,360465.0,,,,,,,,14085.0,,,20145.0,,,,,,,96675.0,,,,,,,,,,,,,,20325.0,,,,,14310.0,,34050.0,,,,40335.0,,,,19005.0,,,11040.0,,,,,,,,,,,,14370.0,,,,159900.0,12015.0,27975.0,,,,,,,,
Urban AC Music,,35085.0,,,116070.0,,51540.0,,17805.0,,,,37605.0,,,,58305.0,,,,,,,,,,40425.0,16440.0,,155475.0,,35250.0,15060.0,11355.0,,,944175.0,237930.0,,13455.0,63555.0,,31440.0,,73260.0,13110.0,19275.0,87000.0,,,,,,,992295.0,,,,12000.0,,52320.0,,,30390.0,21570.0,,157590.0,,61335.0,152460.0,,,,364920.0,13440.0,120960.0,16005.0,,,291195.0,,,,63555.0,,,114540.0,14280.0,,55035.0,,,,10665.0,13800.0,,,,123540.0,,14325.0,,521505.0,39060.0,165480.0,,,,,,,,
Urban Contemporary Music,,,,,22455.0,,,,,,,,,,,,13590.0,,,,,,,,,,,,,41835.0,,,,,,,18765.0,62325.0,,,,,,,25215.0,,,,,,,,,,,,,,,,,,,,20355.0,,,,,,,,,,,,,,,,,,,15435.0,,,,,,,,,,,,,,,27780.0,,,,10845.0,,56700.0,,,,,,,,
Vacation Properties,,,,,40650.0,,,,,,,,,,,,,,,,,,,,,,,,,15435.0,,,,,,,121755.0,45390.0,,,,13065.0,,,145665.0,,20520.0,,,,,,,,36960.0,,,,,,,,,,94890.0,,15135.0,,,,,,,12930.0,,245205.0,,,,13605.0,,,,26355.0,,,52710.0,20190.0,,,,,,,,,18960.0,,88290.0,,,,176295.0,14985.0,47610.0,,,,,,,,
Vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22710.0,,,,,,,,,,,,15495.0,,,,,,,,,,,,,,,,,,,,,,,,,28050.0,,,,,,16575.0,,,,,,,,,,,,,,,,,,,,,,,14145.0,,,,,,,,,,
Van,,,,,,,,,24915.0,,,,,,,,,,,,,,,,,,,,,243615.0,,,,,,,54510.0,30975.0,,,,,,,15075.0,,,,,,,,,,,,,,15885.0,,10785.0,,,43755.0,,,,,,,,,,,,,18300.0,,,,,,,,,,17505.0,,,18375.0,,,,,,,,,11910.0,,,,,,11910.0,,,,,,,,
Variety (Music and Audio),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10845.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegan Diets,,,,,189030.0,,,,,,,,10470.0,,,,38280.0,,,,,,,,,,,,,44805.0,,11475.0,,,,,196755.0,16260.0,,,35925.0,,,,21720.0,,10905.0,18300.0,,,,,,,37530.0,,,,,,,,,15120.0,40125.0,,12000.0,,14925.0,,,,,43920.0,,23430.0,,,,35880.0,,,,60870.0,,,54435.0,,,13770.0,,,,,,,,,42900.0,,,,105015.0,378780.0,162750.0,,,,,,,,
Vegetarian Diets,,,,,177780.0,,10140.0,,10590.0,,,,,,,,45795.0,,,,,,,,,,,,,70770.0,,13185.0,,,,,215985.0,16170.0,,,40785.0,,,,27285.0,,,19500.0,,,,,,,54855.0,,,,,,,,,18570.0,37005.0,,,,14865.0,11370.0,,,,54465.0,,25680.0,,,,37035.0,,,,66195.0,,,57255.0,,,14175.0,,,,,,,,,31620.0,,,,151965.0,347760.0,175395.0,,,,,,,,
Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,19770.0,,,,,,,,,,14790.0,18795.0,,,,,,,,,16305.0,,,,,,,,,,,,,,,,,,,,10500.0,,,,,,,14850.0,,,,,,60630.0,,,,16650.0,,,18720.0,,,,,,,,,,,,24285.0,,,,23205.0,,20535.0,,,,,,,,
Video Game Genres,18345.0,550470.0,,411165.0,1569465.0,259905.0,216750.0,349470.0,396810.0,63870.0,179880.0,,573225.0,17775.0,53385.0,13410.0,1166415.0,217155.0,14160.0,394890.0,10740.0,17700.0,,154845.0,132660.0,151635.0,4115640.0,36405.0,120120.0,1187145.0,,1535535.0,83160.0,492750.0,205050.0,173025.0,13175610.0,3130800.0,23130.0,387540.0,546180.0,328740.0,1480110.0,30675.0,1751280.0,524040.0,443625.0,748740.0,507045.0,,,79455.0,,,934530.0,,10275.0,38760.0,769350.0,13035.0,713280.0,,,908115.0,184515.0,,349185.0,116985.0,343965.0,1690530.0,306285.0,27165.0,283455.0,1135695.0,114780.0,515775.0,277185.0,58515.0,,4235895.0,14895.0,,,836010.0,41955.0,,562845.0,876480.0,,1198050.0,182640.0,101445.0,,272910.0,205650.0,119325.0,501240.0,63705.0,1744215.0,,216975.0,3306885.0,2775855.0,2831835.0,6368700.0,48600.0,507165.0,55650.0,127965.0,3217920.0,75630.0,23385.0,23385.0
Video Gaming,,27225.0,,,144840.0,,31170.0,,11715.0,,,,19680.0,,,,21210.0,,,,,,,,,,41910.0,,,40485.0,,20220.0,,15600.0,,,448140.0,413250.0,,17550.0,,,14685.0,,85935.0,13230.0,84510.0,58275.0,11535.0,,,,,,940350.0,,,,10725.0,,29205.0,,,40275.0,,,41280.0,,47220.0,23835.0,,,,67245.0,12870.0,80190.0,17820.0,,,191010.0,,,,219780.0,,,75705.0,18120.0,,12030.0,,,,,,,,,53625.0,,,,368220.0,55530.0,91980.0,,,,,33885.0,,,
Video Production,,176250.0,,61290.0,95100.0,29070.0,50265.0,20400.0,36225.0,13020.0,23190.0,,50760.0,,,,108270.0,38220.0,,67110.0,,,,,10275.0,30135.0,3366930.0,,,266070.0,,249720.0,,13050.0,11850.0,,1791225.0,522360.0,,128910.0,24225.0,52260.0,125580.0,,77985.0,280830.0,12930.0,304845.0,92520.0,,,43020.0,,,76485.0,,,,147195.0,,387285.0,,,53760.0,12375.0,,12255.0,13260.0,162045.0,200175.0,199830.0,,65340.0,101310.0,,114195.0,20175.0,,,2217285.0,,,,39435.0,,,20205.0,21255.0,,97920.0,12390.0,58545.0,,31920.0,29100.0,55200.0,34095.0,,282045.0,,65460.0,148905.0,422070.0,190605.0,501615.0,,10005.0,,24855.0,126075.0,27270.0,,
Video Software,22830.0,494340.0,,435795.0,633045.0,180915.0,165360.0,267375.0,321390.0,74205.0,137820.0,,834000.0,10920.0,32625.0,,503055.0,237285.0,13860.0,412770.0,,14745.0,,104835.0,59055.0,176220.0,1711965.0,23310.0,79275.0,1027920.0,,1238115.0,21405.0,394470.0,219195.0,128085.0,6082470.0,2255490.0,,303720.0,252420.0,257895.0,1198470.0,10305.0,4628565.0,190005.0,87855.0,463170.0,362865.0,,,37860.0,,,2088435.0,,,15915.0,774285.0,,356490.0,,,732675.0,83280.0,,106335.0,59490.0,171180.0,1497165.0,127410.0,29145.0,340305.0,3758760.0,99855.0,403215.0,200040.0,96780.0,,2252655.0,14325.0,,,295890.0,26535.0,,168330.0,1621575.0,,1069350.0,110415.0,35790.0,,148350.0,149460.0,63360.0,579615.0,29400.0,2139345.0,,169290.0,2720775.0,1564530.0,1423005.0,3028875.0,15495.0,1011060.0,62910.0,149610.0,1873800.0,76485.0,10260.0,
Virtual Reality,,11955.0,,,165240.0,,,,12240.0,,,,,,,,66015.0,,,,,,,,,,13455.0,,,58815.0,,20925.0,,,,,107910.0,208650.0,,,23520.0,,10635.0,,21510.0,,34485.0,13140.0,16635.0,,,,,,75210.0,,,,,,,,,19140.0,16005.0,,39900.0,,10140.0,11310.0,,,,50730.0,,32190.0,10290.0,,,41565.0,,,,42870.0,,,71910.0,,,23640.0,,,,11880.0,,,,,49830.0,,,,284715.0,47205.0,248460.0,,,,,,,,
Vocational Training,,,,,20565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169860.0,,,,,,,,,20355.0,,11085.0,,,,,,,,,,,,,,,,,,,,,11805.0,,,,,102870.0,,40725.0,,,,128010.0,,,,,,,14160.0,,,,,,,,,,,,11040.0,,,,97665.0,,13920.0,,,,,,,,
Volleyball,,,,,424395.0,,,,,,,,,,13845.0,,12585.0,,,,,,,,,,11160.0,,,29115.0,,15045.0,,14595.0,,,25710.0,190980.0,,,10755.0,,10395.0,,10440.0,,65565.0,,,,,,,,205095.0,,,,,,14115.0,,,,,,48495.0,,,,,,,324150.0,18720.0,15015.0,44235.0,,,38565.0,,,,33750.0,,,98790.0,12555.0,,15435.0,,,,,,,,,19605.0,,,,50985.0,62295.0,48420.0,10800.0,,,,,,,
Walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War and Conflicts,,,,,33555.0,,,,,,,,,,,,28770.0,,,,,,,,,,,,,22485.0,,12405.0,,,,,403680.0,13740.0,,,,,,,,,20355.0,13800.0,124440.0,,,,,,348720.0,,,,,,,,,,10485.0,,,,17685.0,13635.0,,,,73395.0,,25515.0,,,,41310.0,,,,34590.0,,,191115.0,,,,,,,,,,,,16035.0,,,,137175.0,30915.0,106545.0,,,,,,,,
Water Polo,,,,,61080.0,,,,,,,,,,,,15705.0,,,,,,,,,,,,,12855.0,,,,,,,14445.0,18915.0,,,33120.0,,,,,,14535.0,,,,,,,,,,,,,,,,,,14790.0,,16305.0,,,,,,,,,19875.0,,,,,,,,,,,18255.0,,,20175.0,,,,,,,,,,,,,18690.0,18570.0,48315.0,,,,,,,,
Water Services,,,,,20895.0,,11130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210810.0,,,,,,,,,12000.0,,20910.0,,,,,,,,,,,,,,,,,,,,,13470.0,,,,,11775.0,,123630.0,,,,50850.0,,,,34380.0,,,98865.0,,,,,,,,,,,,10995.0,,,,163215.0,11730.0,21840.0,,,,,,,,
Waterskiing and Wakeboarding,,,,,125385.0,,,,,,,,,,,,,,,,,,,,,,10935.0,,,107310.0,,,,,,,56655.0,22995.0,,,,,,,66780.0,,,,,,,,,,477960.0,,,,,,,,,,78075.0,,,,,,,,,10560.0,,39075.0,,,,13425.0,,,,13185.0,,,118515.0,,,,,,,,,,,,23355.0,,,,101760.0,10365.0,34410.0,,,,,,,,
