name,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Eritrea,Ethiopia,Finland,France,Gabon,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,North Korea,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Interest > Music and Audio > Hip Hop Music,4.0,617.0,10.0,5.0,1698.0,20.0,1042.0,2.0,38.0,1.0,1.0,100.0,34.0,17.0,3.0,3.0,560.0,1.0,7.0,27.0,7.0,3.0,20.0,8.0,,16.0,18.0,,1096.0,,14.0,12.0,251.0,3.0,,174.0,39.0,9.0,46.0,17.0,41294.0,174.0,120.0,113.0,148.0,91.0,178.0,1.0,67.0,624.0,113.0,1257.0,1245.0,37.0,4.0,85.0,1.0,11.0,367.0,18.0,3.0,16.0,22.0,1.0,512.0,27.0,101.0,111.0,257.0,,194.0,,142.0,1284.0,152.0,92.0,4.0,29.0,195.0,13.0,1853.0,5.0,104.0,10.0,3118.0,4.0,7.0,1.0,368.0,,4.0,40758.0,21.0,,62.0,11.0,35.0,61.0,33.0,47.0,66.0,8.0,38.0,305.0,3.0,77.0,45.0,9613.0,835.0,4830.0,21.0,15.0,2.0,5.0,23.0,62.0,33.0,66.0
Interest > Music and Audio > Inspirational/New Age Music,2.0,35.0,3.0,6.0,1057.0,17.0,616.0,12.0,33.0,2.0,1.0,102.0,21.0,12.0,2.0,3.0,397.0,,9.0,16.0,6.0,2.0,23.0,5.0,2.0,12.0,22.0,1.0,157.0,,16.0,11.0,158.0,2.0,1.0,151.0,63.0,11.0,44.0,18.0,25866.0,67.0,119.0,30.0,132.0,74.0,116.0,5.0,53.0,61.0,173.0,728.0,260.0,70.0,8.0,13.0,,19.0,214.0,14.0,,19.0,11.0,,30.0,30.0,101.0,103.0,172.0,1.0,169.0,,92.0,920.0,110.0,13.0,4.0,2.0,73.0,17.0,989.0,4.0,27.0,9.0,1655.0,3.0,6.0,3.0,233.0,,9.0,35942.0,27.0,3.0,56.0,16.0,11.0,62.0,30.0,52.0,16.0,12.0,27.0,279.0,4.0,9.0,19.0,8875.0,559.0,3303.0,28.0,6.0,1.0,3.0,9.0,37.0,58.0,97.0
Interest > Music and Audio > Jazz,,112.0,2.0,2.0,85.0,3.0,91.0,1.0,5.0,,,17.0,3.0,,3.0,6.0,51.0,,4.0,1.0,1.0,,5.0,3.0,,3.0,1.0,,145.0,,6.0,,114.0,,,35.0,16.0,2.0,6.0,13.0,6709.0,10.0,2.0,16.0,10.0,10.0,11.0,,7.0,50.0,42.0,122.0,330.0,12.0,1.0,15.0,1.0,7.0,49.0,18.0,2.0,9.0,1.0,,66.0,7.0,28.0,9.0,39.0,,117.0,,31.0,102.0,7.0,8.0,1.0,25.0,49.0,1.0,404.0,,15.0,2.0,368.0,2.0,1.0,2.0,30.0,,1.0,4965.0,1.0,5.0,11.0,1.0,7.0,10.0,3.0,7.0,10.0,3.0,15.0,230.0,1.0,21.0,9.0,636.0,68.0,1204.0,13.0,,1.0,,1.0,5.0,18.0,50.0
Interest > Music and Audio > Oldies/Adult Standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest > Music and Audio > R&B/Soul/Funk,16.0,1614.0,69.0,50.0,5701.0,173.0,3496.0,89.0,285.0,5.0,5.0,1013.0,213.0,67.0,31.0,70.0,2922.0,4.0,46.0,98.0,37.0,14.0,129.0,68.0,5.0,85.0,149.0,10.0,16657.0,,256.0,91.0,1291.0,19.0,21.0,1384.0,413.0,100.0,292.0,66.0,124860.0,551.0,148.0,513.0,913.0,470.0,869.0,34.0,268.0,1880.0,1061.0,5183.0,8492.0,593.0,44.0,263.0,19.0,280.0,1132.0,34.0,20.0,198.0,104.0,4.0,1528.0,275.0,1372.0,804.0,1172.0,7.0,2035.0,,446.0,4478.0,1262.0,386.0,12.0,71.0,681.0,118.0,6345.0,49.0,421.0,95.0,14537.0,39.0,38.0,51.0,1300.0,10.0,58.0,325886.0,159.0,67.0,403.0,88.0,216.0,573.0,370.0,331.0,443.0,96.0,432.0,606.0,21.0,308.0,350.0,41464.0,4322.0,13284.0,381.0,80.0,5.0,31.0,103.0,149.0,660.0,1256.0
Interest > Music and Audio > Reggae,1.0,128.0,10.0,4.0,530.0,18.0,414.0,4.0,28.0,1.0,,255.0,25.0,12.0,2.0,3.0,243.0,1.0,3.0,14.0,4.0,3.0,25.0,4.0,,5.0,14.0,1.0,327.0,,17.0,9.0,134.0,1.0,1.0,119.0,25.0,6.0,29.0,20.0,16777.0,61.0,120.0,30.0,86.0,28.0,72.0,3.0,39.0,73.0,119.0,510.0,413.0,174.0,3.0,23.0,4.0,28.0,187.0,19.0,4.0,24.0,18.0,,80.0,63.0,262.0,85.0,136.0,,65.0,,95.0,552.0,19.0,38.0,4.0,43.0,42.0,16.0,1008.0,2.0,36.0,19.0,1175.0,7.0,7.0,3.0,162.0,,13.0,74032.0,9.0,5.0,36.0,6.0,15.0,131.0,25.0,27.0,17.0,8.0,107.0,263.0,2.0,24.0,17.0,4642.0,704.0,3718.0,19.0,3.0,,3.0,11.0,37.0,88.0,194.0
Interest > Music and Audio > Religious (Music and Audio),,,,1.0,60.0,2.0,44.0,,,,,2.0,,3.0,,,13.0,,,,1.0,1.0,,1.0,,2.0,1.0,,3.0,,1.0,,10.0,,,13.0,1.0,,2.0,11.0,2394.0,52.0,,,6.0,4.0,8.0,,11.0,3.0,7.0,58.0,38.0,,,,,,36.0,6.0,,1.0,,,1.0,1.0,5.0,6.0,10.0,,6.0,,10.0,58.0,1.0,,,24.0,12.0,3.0,78.0,1.0,,1.0,99.0,,,,23.0,,,1124.0,4.0,,1.0,1.0,1.0,,5.0,5.0,,2.0,1.0,228.0,1.0,,,511.0,64.0,931.0,3.0,,,,3.0,33.0,3.0,1.0
Interest > Music and Audio > Songwriters/Folk,16.0,1614.0,69.0,50.0,5701.0,173.0,3496.0,89.0,285.0,5.0,5.0,1013.0,213.0,67.0,31.0,70.0,2922.0,4.0,46.0,98.0,37.0,14.0,129.0,68.0,5.0,85.0,149.0,10.0,16657.0,,256.0,91.0,1291.0,19.0,21.0,1384.0,413.0,100.0,292.0,66.0,124860.0,551.0,148.0,513.0,913.0,470.0,869.0,34.0,268.0,1880.0,1061.0,5183.0,8492.0,593.0,44.0,263.0,19.0,280.0,1132.0,34.0,20.0,198.0,104.0,4.0,1528.0,275.0,1372.0,804.0,1172.0,7.0,2035.0,,446.0,4478.0,1262.0,386.0,12.0,71.0,681.0,118.0,6345.0,49.0,421.0,95.0,14537.0,39.0,38.0,51.0,1300.0,10.0,58.0,325886.0,159.0,67.0,403.0,88.0,216.0,573.0,370.0,331.0,443.0,96.0,432.0,606.0,21.0,308.0,350.0,41464.0,4322.0,13284.0,381.0,80.0,5.0,31.0,103.0,149.0,660.0,1256.0
"Interest > Music and Audio > Soundtracks, TV and Showtunes",6.0,869.0,23.0,23.0,1816.0,68.0,899.0,29.0,142.0,5.0,4.0,372.0,104.0,21.0,10.0,19.0,1084.0,3.0,25.0,29.0,25.0,6.0,45.0,28.0,,40.0,67.0,4.0,1493.0,,83.0,36.0,556.0,8.0,4.0,547.0,109.0,44.0,127.0,35.0,30126.0,123.0,132.0,249.0,333.0,163.0,244.0,10.0,104.0,769.0,374.0,1371.0,3288.0,143.0,8.0,96.0,5.0,85.0,402.0,24.0,5.0,53.0,67.0,,559.0,97.0,420.0,312.0,394.0,3.0,764.0,,222.0,1179.0,444.0,153.0,7.0,56.0,373.0,42.0,1891.0,20.0,237.0,36.0,3367.0,14.0,16.0,11.0,463.0,6.0,19.0,101624.0,66.0,19.0,190.0,25.0,55.0,185.0,168.0,157.0,240.0,38.0,164.0,347.0,9.0,144.0,134.0,13032.0,1599.0,6964.0,109.0,30.0,1.0,23.0,28.0,74.0,195.0,351.0
Interest > Music and Audio > Sports Radio,2.0,349.0,8.0,5.0,380.0,16.0,102.0,22.0,55.0,2.0,,150.0,25.0,5.0,9.0,28.0,344.0,,10.0,11.0,11.0,1.0,16.0,13.0,,17.0,28.0,1.0,484.0,,78.0,24.0,487.0,4.0,12.0,169.0,110.0,25.0,59.0,21.0,4692.0,40.0,121.0,28.0,183.0,44.0,55.0,10.0,33.0,210.0,295.0,173.0,125.0,45.0,13.0,26.0,1.0,104.0,61.0,2.0,5.0,37.0,19.0,1.0,175.0,47.0,216.0,114.0,110.0,1.0,721.0,,54.0,189.0,190.0,16.0,3.0,3.0,36.0,25.0,257.0,5.0,12.0,24.0,836.0,9.0,9.0,19.0,88.0,2.0,9.0,13820.0,18.0,29.0,89.0,22.0,14.0,61.0,62.0,76.0,10.0,21.0,135.0,266.0,5.0,33.0,34.0,2562.0,249.0,2366.0,138.0,10.0,1.0,2.0,11.0,6.0,214.0,362.0
Interest > Music and Audio > Urban Contemporary Music,2.0,127.0,14.0,5.0,1282.0,29.0,1295.0,11.0,30.0,,,181.0,22.0,21.0,8.0,10.0,617.0,1.0,7.0,24.0,2.0,4.0,38.0,8.0,2.0,17.0,26.0,1.0,322.0,,61.0,12.0,408.0,1.0,2.0,233.0,27.0,10.0,48.0,17.0,45469.0,132.0,4.0,56.0,168.0,95.0,216.0,6.0,60.0,100.0,101.0,1557.0,420.0,129.0,6.0,21.0,6.0,32.0,251.0,18.0,3.0,18.0,18.0,2.0,84.0,29.0,199.0,134.0,263.0,2.0,79.0,,108.0,1427.0,59.0,35.0,1.0,3.0,67.0,19.0,2175.0,6.0,102.0,9.0,3346.0,2.0,7.0,,385.0,,9.0,61174.0,36.0,2.0,48.0,13.0,19.0,100.0,42.0,61.0,12.0,12.0,39.0,298.0,2.0,17.0,23.0,11748.0,977.0,4416.0,26.0,8.0,,2.0,19.0,47.0,57.0,154.0
Interest > Music and Audio > Variety (Music and Audio),,9.0,,1.0,21.0,2.0,14.0,,1.0,,,25.0,3.0,,1.0,2.0,16.0,,,,,,6.0,1.0,,1.0,1.0,,16.0,,1.0,,10.0,,,16.0,36.0,1.0,3.0,1.0,1350.0,5.0,1.0,1.0,7.0,6.0,2.0,,1.0,20.0,83.0,16.0,97.0,14.0,1.0,3.0,1.0,2.0,7.0,,,4.0,1.0,,4.0,4.0,36.0,3.0,5.0,,84.0,,19.0,32.0,19.0,21.0,,1.0,13.0,3.0,30.0,,3.0,,160.0,,,,22.0,,,15097.0,2.0,,3.0,2.0,3.0,20.0,4.0,2.0,4.0,1.0,5.0,223.0,1.0,2.0,2.0,1075.0,66.0,217.0,2.0,,,,,33.0,16.0,21.0
Interest > Music and Audio > World/International Music,1.0,51.0,11.0,5.0,1175.0,28.0,1021.0,8.0,36.0,,1.0,90.0,16.0,22.0,6.0,9.0,698.0,,1.0,29.0,4.0,2.0,11.0,7.0,,13.0,16.0,,402.0,,11.0,10.0,108.0,,,153.0,26.0,9.0,52.0,15.0,37165.0,51.0,1.0,45.0,164.0,63.0,169.0,7.0,67.0,75.0,59.0,1201.0,466.0,60.0,6.0,7.0,1.0,14.0,204.0,8.0,1.0,23.0,12.0,1.0,83.0,18.0,58.0,99.0,229.0,,87.0,,66.0,1269.0,33.0,26.0,,42.0,41.0,10.0,1943.0,5.0,56.0,9.0,2167.0,,6.0,3.0,343.0,,4.0,13252.0,13.0,4.0,41.0,8.0,15.0,72.0,43.0,51.0,22.0,4.0,30.0,275.0,2.0,22.0,23.0,10149.0,824.0,4161.0,49.0,5.0,,,19.0,39.0,51.0,71.0
Interest > News and Politics,96.0,4503.0,329.0,183.0,12585.0,734.0,7563.0,706.0,1131.0,22.0,31.0,4278.0,872.0,179.0,105.0,274.0,11203.0,31.0,138.0,387.0,139.0,45.0,612.0,270.0,25.0,361.0,884.0,50.0,86545.0,14.0,1040.0,429.0,4095.0,91.0,74.0,6472.0,1359.0,449.0,1130.0,246.0,240427.0,1275.0,314.0,3583.0,3095.0,2077.0,2679.0,136.0,1041.0,17664.0,4263.0,15421.0,41336.0,2784.0,169.0,1878.0,94.0,987.0,3123.0,106.0,203.0,747.0,340.0,22.0,3729.0,1391.0,5690.0,3365.0,3722.0,44.0,5527.0,1.0,1549.0,13054.0,4951.0,3716.0,57.0,134.0,2353.0,515.0,16390.0,279.0,1849.0,340.0,86198.0,178.0,120.0,179.0,3786.0,68.0,392.0,1360429.0,747.0,255.0,1464.0,416.0,2447.0,2522.0,1984.0,1355.0,3460.0,458.0,1587.0,1547.0,61.0,2402.0,3012.0,153261.0,17772.0,42060.0,1246.0,337.0,48.0,135.0,455.0,976.0,2421.0,5060.0
Interest > News and Politics > Crime,18.0,66.0,108.0,39.0,3767.0,147.0,3632.0,84.0,188.0,3.0,4.0,1188.0,131.0,71.0,22.0,38.0,2343.0,3.0,32.0,98.0,19.0,14.0,256.0,44.0,11.0,68.0,132.0,6.0,274.0,,128.0,57.0,795.0,16.0,4.0,973.0,250.0,66.0,264.0,65.0,134428.0,192.0,134.0,132.0,779.0,353.0,713.0,16.0,259.0,141.0,578.0,4854.0,985.0,662.0,25.0,18.0,35.0,192.0,1056.0,42.0,1.0,188.0,65.0,5.0,60.0,537.0,1866.0,697.0,1206.0,3.0,454.0,,335.0,4459.0,508.0,16.0,11.0,53.0,355.0,158.0,6357.0,36.0,187.0,58.0,10458.0,27.0,48.0,20.0,1303.0,11.0,49.0,583432.0,158.0,20.0,251.0,82.0,48.0,651.0,187.0,263.0,10.0,94.0,316.0,584.0,11.0,21.0,114.0,46224.0,5741.0,11818.0,137.0,34.0,12.0,8.0,112.0,45.0,501.0,990.0
Interest > News and Politics > Disasters,1.0,33.0,16.0,7.0,1091.0,32.0,1815.0,27.0,31.0,,,93.0,26.0,27.0,12.0,13.0,723.0,,5.0,27.0,5.0,5.0,58.0,4.0,,25.0,26.0,3.0,126.0,,28.0,16.0,249.0,3.0,2.0,204.0,40.0,15.0,66.0,20.0,69739.0,67.0,125.0,48.0,190.0,157.0,317.0,,91.0,77.0,102.0,2420.0,264.0,45.0,5.0,8.0,6.0,29.0,415.0,19.0,,28.0,21.0,,45.0,38.0,112.0,190.0,261.0,,120.0,,116.0,1901.0,115.0,9.0,2.0,43.0,276.0,21.0,2706.0,6.0,70.0,15.0,4968.0,5.0,12.0,7.0,572.0,1.0,12.0,38173.0,37.0,5.0,56.0,33.0,11.0,68.0,38.0,67.0,2.0,16.0,49.0,303.0,6.0,7.0,22.0,19014.0,1102.0,5314.0,35.0,14.0,2.0,4.0,32.0,38.0,52.0,83.0
Interest > News and Politics > International News,92.0,4268.0,311.0,172.0,11123.0,697.0,6826.0,675.0,1076.0,22.0,30.0,3682.0,826.0,162.0,101.0,254.0,10394.0,31.0,136.0,358.0,132.0,42.0,553.0,252.0,23.0,341.0,839.0,49.0,85383.0,14.0,1004.0,406.0,3909.0,84.0,70.0,6017.0,1213.0,422.0,1061.0,232.0,209430.0,1188.0,307.0,3504.0,2639.0,1960.0,2483.0,122.0,976.0,17245.0,3867.0,14085.0,40840.0,2367.0,156.0,1806.0,86.0,909.0,2882.0,98.0,200.0,681.0,322.0,22.0,3552.0,1235.0,4867.0,3142.0,3239.0,43.0,5228.0,1.0,1487.0,12000.0,4786.0,3626.0,55.0,129.0,2224.0,461.0,14564.0,265.0,1812.0,320.0,82487.0,165.0,109.0,171.0,3436.0,59.0,378.0,1155028.0,706.0,246.0,1376.0,391.0,2387.0,2170.0,1911.0,1252.0,3392.0,433.0,1500.0,1470.0,57.0,2357.0,2956.0,144988.0,15221.0,38526.0,1155.0,326.0,43.0,130.0,428.0,944.0,2158.0,4492.0
Interest > News and Politics > Law,2.0,36.0,35.0,8.0,908.0,34.0,989.0,30.0,52.0,1.0,3.0,272.0,43.0,14.0,5.0,10.0,535.0,,9.0,45.0,8.0,8.0,71.0,10.0,3.0,14.0,39.0,1.0,235.0,,28.0,18.0,262.0,2.0,1.0,270.0,58.0,14.0,76.0,30.0,39208.0,49.0,125.0,40.0,142.0,81.0,153.0,4.0,101.0,57.0,143.0,1176.0,698.0,148.0,4.0,6.0,9.0,40.0,510.0,23.0,1.0,45.0,18.0,,23.0,96.0,435.0,209.0,243.0,,123.0,,234.0,1536.0,270.0,11.0,,44.0,270.0,35.0,1773.0,19.0,85.0,15.0,3665.0,10.0,12.0,5.0,497.0,4.0,16.0,151663.0,44.0,3.0,62.0,36.0,19.0,112.0,56.0,61.0,4.0,27.0,70.0,321.0,3.0,11.0,34.0,20920.0,1489.0,5183.0,32.0,9.0,4.0,1.0,32.0,40.0,93.0,164.0
Interest > News and Politics > Local News,91.0,3299.0,315.0,170.0,11122.0,630.0,6586.0,642.0,1026.0,20.0,26.0,3994.0,829.0,163.0,98.0,250.0,10173.0,30.0,132.0,326.0,125.0,43.0,576.0,256.0,24.0,330.0,780.0,47.0,34576.0,14.0,976.0,389.0,3715.0,83.0,69.0,5671.0,1248.0,390.0,1054.0,222.0,212628.0,1166.0,280.0,2887.0,2838.0,1724.0,2159.0,126.0,954.0,8575.0,3843.0,11990.0,40023.0,2621.0,150.0,1378.0,89.0,919.0,2881.0,92.0,183.0,691.0,316.0,21.0,2730.0,1318.0,5271.0,2983.0,3328.0,40.0,4994.0,,1440.0,11028.0,4440.0,2154.0,48.0,129.0,2168.0,465.0,13587.0,255.0,1762.0,321.0,61035.0,165.0,111.0,166.0,3390.0,59.0,363.0,1297134.0,680.0,232.0,1344.0,374.0,1901.0,2341.0,1791.0,1231.0,2617.0,432.0,1493.0,1466.0,55.0,1933.0,2538.0,138112.0,15342.0,37761.0,1124.0,315.0,43.0,122.0,428.0,797.0,2227.0,4692.0
Interest > News and Politics > National News,91.0,3334.0,320.0,167.0,11337.0,629.0,6577.0,661.0,1040.0,21.0,28.0,4040.0,819.0,165.0,99.0,257.0,10279.0,30.0,129.0,350.0,125.0,43.0,583.0,258.0,25.0,327.0,831.0,45.0,32922.0,14.0,1000.0,397.0,3749.0,84.0,70.0,5722.0,1286.0,387.0,1069.0,231.0,211151.0,1170.0,287.0,2909.0,2672.0,1727.0,2172.0,129.0,980.0,8677.0,3960.0,12336.0,39951.0,2634.0,154.0,1382.0,92.0,938.0,2880.0,94.0,185.0,706.0,313.0,22.0,2759.0,1311.0,5315.0,3005.0,3387.0,39.0,5104.0,,1461.0,11119.0,4630.0,2114.0,50.0,127.0,2228.0,472.0,13971.0,264.0,1768.0,331.0,60789.0,164.0,113.0,175.0,3393.0,58.0,368.0,1291477.0,704.0,239.0,1344.0,392.0,1923.0,2380.0,1808.0,1252.0,2659.0,436.0,1529.0,1474.0,56.0,1952.0,2558.0,141227.0,15537.0,38078.0,1149.0,315.0,43.0,124.0,437.0,794.0,2254.0,4776.0
Interest > News and Politics > Weather,26.0,230.0,51.0,29.0,2563.0,113.0,2285.0,155.0,185.0,1.0,4.0,544.0,82.0,44.0,25.0,29.0,1930.0,,26.0,88.0,11.0,12.0,116.0,24.0,8.0,74.0,113.0,,1510.0,1.0,126.0,73.0,911.0,9.0,5.0,889.0,169.0,87.0,241.0,54.0,77347.0,179.0,153.0,235.0,577.0,290.0,525.0,17.0,219.0,771.0,570.0,3749.0,2858.0,233.0,19.0,140.0,23.0,142.0,886.0,30.0,7.0,149.0,63.0,5.0,207.0,216.0,677.0,652.0,611.0,4.0,524.0,,389.0,3971.0,1790.0,92.0,7.0,53.0,563.0,108.0,4660.0,45.0,324.0,60.0,9735.0,20.0,29.0,19.0,982.0,12.0,57.0,258888.0,119.0,36.0,299.0,124.0,104.0,287.0,187.0,265.0,122.0,86.0,236.0,496.0,9.0,87.0,195.0,75135.0,3533.0,10027.0,162.0,55.0,9.0,7.0,90.0,79.0,310.0,615.0
Interest > Olympic Sports,9.0,928.0,37.0,14.0,1428.0,48.0,634.0,69.0,117.0,3.0,4.0,652.0,69.0,22.0,19.0,51.0,1165.0,,18.0,34.0,12.0,8.0,68.0,26.0,1.0,26.0,65.0,1.0,1791.0,3.0,210.0,47.0,681.0,8.0,22.0,419.0,295.0,46.0,163.0,34.0,21562.0,113.0,129.0,107.0,503.0,128.0,183.0,23.0,134.0,520.0,748.0,869.0,685.0,246.0,42.0,106.0,11.0,303.0,350.0,28.0,5.0,112.0,45.0,1.0,910.0,134.0,854.0,306.0,407.0,,1741.0,,258.0,860.0,254.0,105.0,1.0,51.0,723.0,60.0,2546.0,26.0,158.0,60.0,3518.0,19.0,26.0,67.0,472.0,8.0,26.0,93340.0,60.0,97.0,219.0,47.0,55.0,323.0,129.0,189.0,65.0,43.0,241.0,381.0,9.0,144.0,101.0,9434.0,1171.0,6393.0,448.0,18.0,2.0,8.0,41.0,55.0,544.0,1060.0
Interest > Olympic Sports > Summer Olympic Sports,8.0,871.0,34.0,13.0,1330.0,43.0,558.0,66.0,109.0,3.0,4.0,582.0,65.0,18.0,18.0,48.0,1087.0,,18.0,28.0,12.0,8.0,63.0,24.0,1.0,25.0,61.0,1.0,1565.0,3.0,201.0,44.0,658.0,8.0,22.0,390.0,272.0,44.0,152.0,34.0,18983.0,103.0,127.0,103.0,469.0,116.0,170.0,21.0,124.0,497.0,702.0,774.0,660.0,212.0,41.0,105.0,9.0,275.0,327.0,28.0,4.0,104.0,43.0,1.0,870.0,122.0,773.0,278.0,382.0,,1632.0,,244.0,762.0,235.0,101.0,1.0,51.0,701.0,55.0,2112.0,24.0,151.0,54.0,3223.0,17.0,23.0,64.0,441.0,7.0,26.0,86122.0,56.0,92.0,201.0,43.0,52.0,290.0,122.0,173.0,62.0,38.0,228.0,374.0,9.0,139.0,94.0,8627.0,1073.0,6033.0,421.0,16.0,2.0,8.0,40.0,55.0,502.0,989.0
Interest > Olympic Sports > Winter Olympic Sports,9.0,856.0,35.0,12.0,1293.0,42.0,535.0,66.0,112.0,3.0,3.0,613.0,66.0,19.0,19.0,46.0,1060.0,,17.0,29.0,12.0,8.0,63.0,25.0,1.0,24.0,61.0,1.0,1590.0,3.0,196.0,45.0,616.0,8.0,21.0,395.0,276.0,45.0,149.0,33.0,17262.0,107.0,128.0,99.0,476.0,118.0,161.0,23.0,128.0,493.0,710.0,710.0,624.0,230.0,42.0,104.0,10.0,291.0,312.0,28.0,4.0,105.0,44.0,1.0,872.0,129.0,825.0,287.0,384.0,,1636.0,,238.0,720.0,222.0,101.0,1.0,51.0,677.0,59.0,2376.0,22.0,150.0,58.0,3110.0,19.0,24.0,65.0,439.0,7.0,24.0,87870.0,56.0,91.0,209.0,45.0,50.0,302.0,120.0,182.0,60.0,39.0,229.0,368.0,9.0,141.0,91.0,8247.0,1076.0,5854.0,424.0,16.0,2.0,8.0,39.0,55.0,527.0,1013.0
Interest > Parenting,18.0,353.0,136.0,48.0,4702.0,165.0,3049.0,115.0,248.0,5.0,6.0,1834.0,181.0,64.0,35.0,42.0,2763.0,4.0,36.0,101.0,14.0,14.0,270.0,48.0,10.0,79.0,241.0,9.0,1465.0,,129.0,103.0,1051.0,10.0,10.0,1207.0,362.0,96.0,307.0,73.0,106225.0,243.0,152.0,209.0,836.0,392.0,670.0,34.0,316.0,834.0,1032.0,4162.0,3560.0,1124.0,34.0,72.0,33.0,260.0,1228.0,38.0,6.0,238.0,75.0,2.0,280.0,505.0,2569.0,838.0,1392.0,4.0,755.0,,431.0,4026.0,1066.0,113.0,10.0,61.0,611.0,177.0,5736.0,54.0,245.0,92.0,10035.0,44.0,51.0,27.0,1441.0,13.0,53.0,774509.0,222.0,28.0,334.0,109.0,101.0,913.0,254.0,329.0,137.0,139.0,338.0,668.0,16.0,116.0,191.0,56436.0,6599.0,13087.0,227.0,62.0,14.0,16.0,150.0,65.0,779.0,1639.0
Interest > Parenting > Adoption and Fostering,2.0,73.0,7.0,5.0,792.0,16.0,491.0,22.0,29.0,,2.0,138.0,13.0,6.0,1.0,3.0,351.0,1.0,4.0,18.0,2.0,2.0,29.0,6.0,1.0,8.0,14.0,1.0,247.0,,10.0,8.0,135.0,,,127.0,12.0,5.0,37.0,4.0,19639.0,33.0,3.0,27.0,84.0,42.0,96.0,5.0,41.0,140.0,37.0,564.0,252.0,68.0,3.0,7.0,2.0,11.0,177.0,20.0,2.0,12.0,8.0,,42.0,34.0,178.0,96.0,153.0,,43.0,,95.0,671.0,69.0,14.0,,24.0,59.0,15.0,855.0,18.0,26.0,4.0,1593.0,1.0,3.0,1.0,241.0,3.0,3.0,62003.0,23.0,,21.0,14.0,17.0,63.0,25.0,35.0,12.0,9.0,19.0,269.0,,12.0,18.0,7637.0,692.0,3584.0,15.0,8.0,1.0,3.0,18.0,43.0,31.0,78.0
Interest > Parenting > Daycare and Pre-School,,86.0,31.0,15.0,1066.0,43.0,972.0,16.0,47.0,1.0,3.0,517.0,44.0,16.0,7.0,5.0,590.0,,12.0,31.0,5.0,5.0,82.0,15.0,2.0,17.0,30.0,2.0,144.0,,21.0,10.0,204.0,2.0,2.0,235.0,45.0,16.0,87.0,25.0,35912.0,38.0,4.0,30.0,188.0,117.0,196.0,6.0,81.0,85.0,108.0,1285.0,181.0,241.0,4.0,14.0,11.0,39.0,424.0,26.0,1.0,43.0,23.0,,51.0,109.0,607.0,160.0,334.0,1.0,104.0,,125.0,1120.0,82.0,27.0,4.0,47.0,116.0,32.0,1705.0,6.0,37.0,18.0,2395.0,11.0,15.0,2.0,510.0,4.0,14.0,212539.0,41.0,9.0,60.0,22.0,7.0,168.0,42.0,76.0,9.0,31.0,48.0,314.0,4.0,14.0,21.0,11996.0,1549.0,4444.0,37.0,8.0,4.0,3.0,34.0,40.0,117.0,264.0
Interest > Parenting > Internet Safety,2.0,15.0,24.0,3.0,494.0,18.0,188.0,3.0,32.0,,2.0,274.0,32.0,6.0,5.0,7.0,162.0,1.0,8.0,16.0,3.0,4.0,70.0,9.0,4.0,8.0,129.0,1.0,72.0,,13.0,12.0,166.0,5.0,2.0,146.0,29.0,12.0,37.0,14.0,10121.0,17.0,2.0,25.0,75.0,19.0,56.0,2.0,45.0,61.0,97.0,244.0,177.0,121.0,2.0,6.0,6.0,37.0,188.0,17.0,,44.0,13.0,1.0,7.0,90.0,489.0,93.0,138.0,2.0,64.0,,89.0,376.0,31.0,6.0,1.0,26.0,74.0,30.0,425.0,4.0,20.0,9.0,622.0,5.0,7.0,2.0,170.0,,10.0,160515.0,28.0,4.0,39.0,11.0,11.0,133.0,25.0,43.0,4.0,21.0,35.0,67.0,4.0,7.0,22.0,4698.0,811.0,2453.0,19.0,5.0,2.0,2.0,21.0,39.0,88.0,189.0
